Date,Close,High,Low,Open,Volume
5/07/22,3359.830078,3477.040039,3357.060059,3464.389893,40506100
6/07/22,3421.840088,3438.959961,3368.51001,3368.51001,37702500
7/07/22,3488.5,3493.939941,3443.25,3443.25,37434300
8/07/22,3506.550049,3510.860107,3454.51001,3484.709961,30502700
11/07/22,3471.689941,3492.110107,3440.139893,3485,25927600
12/07/22,3487.050049,3489.370117,3425.590088,3457.149902,43011800
13/07/22,3453.969971,3481.820068,3409.540039,3481.820068,30818000
14/07/22,3396.610107,3454.26001,3372.120117,3449.340088,44508800
15/07/22,3477.199951,3480.850098,3394.02002,3402.679932,42287500
18/07/22,3511.860107,3532.610107,3480.360107,3480.360107,33832300
19/07/22,3587.439941,3593.780029,3473.639893,3498.429932,38039300
20/07/22,3585.23999,3605.320068,3546.459961,3583.860107,40305000
21/07/22,3596.51001,3611.100098,3554.689941,3581.719971,50380200
22/07/22,3596.48999,3625.159912,3577.810059,3589.959961,37701200
25/07/22,3604.159912,3619.52002,3572.75,3592.330078,28368100
26/07/22,3575.360107,3604.370117,3571.840088,3602.01001,26051200
27/07/22,3607.780029,3617.5,3583.389893,3583.389893,28849600
28/07/22,3652.199951,3652.870117,3594.580078,3623.290039,39513900
29/07/22,3708.100098,3720.159912,3662.699951,3662.699951,47393000
2/08/22,3684.629883,3701.629883,3664.280029,3701.629883,29913500
3/08/22,3732.540039,3734.790039,3681.889893,3687.98999,29490700
4/08/22,3754.600098,3781.570068,3733.52002,3733.52002,31192400
5/08/22,3725.389893,3757.47998,3716.389893,3751.51001,29117700
8/08/22,3757.219971,3778.98999,3737.310059,3737.310059,24556800
9/08/22,3715.370117,3755.320068,3711.550049,3752.26001,22617300
10/08/22,3749.350098,3757.889893,3694.879883,3714.399902,25956200
11/08/22,3757.050049,3771.199951,3741.25,3761.449951,23953000
12/08/22,3776.810059,3784.189941,3756.189941,3760.580078,26900300
15/08/22,3789.620117,3794.899902,3763.030029,3782.189941,21425200
16/08/22,3805.219971,3819.120117,3786.590088,3796.040039,23982100
17/08/22,3756.060059,3813.040039,3751.570068,3806.929932,25845100
18/08/22,3777.379883,3779.77002,3748.889893,3755.850098,21449800
19/08/22,3730.320068,3772.25,3725.550049,3772.25,31651600
22/08/22,3658.219971,3724.139893,3643.719971,3724.139893,31457800
23/08/22,3652.52002,3674.72998,3635.27002,3654.040039,29737400
24/08/22,3667.459961,3672.790039,3626.409912,3651.050049,22406900
25/08/22,3674.540039,3703.52002,3659.75,3670.570068,28976000
